"ID","Title","DOI","ResGrp","Institution","Journal","Year","AnalysisPgrm","CodeArchived","DAS","CorresAuthor","Preprints","Repository","Complete","Reuse","Access","Licence","Image","Genomics","Human","filepath"
295,"Investigation of the in vitro antimicrobial activity of triclosan-coated suture material on bacteria commonly isolated from wounds in dogs","10.2460/ajvr.81.1.84","Paterson","Roslin","American Journal of Veterinary Research",2020,0,NA,NA,2,0,NA,1,1,1,1,0,NA,NA,"pdf/295.pdf"
275,"Constitutive TRIM22 Expression in the Respiratory Tract Confers a Pre-Existing Defence Against Influenza A Virus Infection","10.3389/fcimb.2021.689707","Digard","Roslin","Frontiers in Cellular and Infection Microbiology",2021,1,NA,1,0,1,"SM, GTEx",4,4,4,4,1,1,NA,"pdf/275.pdf"
245,"Metabolic insights into phosphofructokinase inhibition in bloodstream-form trypanosomes","10.3389/fcimb.2023.1129791","Walkinshaw","IQB3","Frontiers in Cellular and Infection Microbiology",2023,1,NA,1,2,1,"SM",3,4,4,4,NA,NA,NA,"pdf/245.pdf"
209,"Pharmacogenetics of Praziquantel Metabolism: Evaluating the Cytochrome P450 Genes of Zimbabwean Patients During a Schistosomiasis Treatment","10.3389/fgene.2022.914372","Mutapi","IIIR","Frontiers in Genetics",2022,1,"1",1,2,0,"NCBI, SM",4,3,4,4,NA,1,1,"pdf/209.pdf"
303,"Meta-analysis of heritability estimates and genome-wide association for tick-borne haemoparasites in African cattle","10.3389/fgene.2023.1197160","Morrison","Roslin","Frontiers in Genetics",2023,1,NA,0,2,0,"Zenodo",3,3,4,4,NA,1,NA,"pdf/303.pdf"
224,"Sustained Immune Complex-Mediated Reduction in CD16 Expression after Vaccination Regulates NK Cell Function","10.3389/fimmu.2016.00384","Riley","IIIR","Frontiers in Immunology",2016,1,NA,NA,1,0,"SM",2,3,2,4,NA,NA,1,"pdf/224.pdf"
202,"Natural Killer Cells Dampen the Pathogenic Features of Recall Responses to Influenza Infection","10.3389/fimmu.2020.00135","Mooney","IIIR","Frontiers in Immunology",2020,1,NA,0,1,1,"SM",2,3,2,4,0,NA,NA,"pdf/202.pdf"
286,"Influence of the Draining Lymph Nodes and Organized Lymphoid Tissue Microarchitecture on Susceptibility to Intradermal Trypanosoma brucei Infection","10.3389/fimmu.2020.01118","Mabbott","Roslin","Frontiers in Immunology",2020,1,NA,1,1,0,NA,2,2,2,4,0,NA,NA,"pdf/286.pdf"
210,"Immunomics-Guided Antigen Discovery for Praziquantel-Induced Vaccination in Urogenital Human Schistosomiasis","10.3389/fimmu.2021.663041","Mutapi","IIIR","Frontiers in Immunology",2021,1,NA,1,0,1,"SM",3,4,4,4,0,NA,0,"pdf/210.pdf"
285,"Aging-Related Impairments to M Cells in Peyer’s Patches Coincide With Disturbances to Paneth Cells","10.3389/fimmu.2021.761949","Mabbott","Roslin","Frontiers in Immunology",2021,1," NA",1,1,1,"SM, NCBI",3,4,3,4,0,1,NA,"pdf/285.pdf"
199,"Bouncing Back’ From Subclinical Malaria: Inflammation and Erythrocytosis After Resolution of P. falciparum Infection in Gambian Children","10.3389/fimmu.2022.780525","Mooney","IIIR","Frontiers in Immunology",2022,1,NA,0,1,0,"SM",3,3,2,4,NA,NA,1,"pdf/199.pdf"
555,"Disentangling the innate immune responses of intestinal epithelial cells and lamina propria cells to Salmonella Typhimurium infection in chickens","10.3389/fmicb.2023.1258796","Vohra","Edinburgh Infectious Diseases Organisation","Frontiers in Microbiology",2023,1,"0",1,0,1,"supp",2,3,2,4,0,0,NA,"pdf/554.pdf"
549,"In vivo18F-DOPA PET imaging identifies a dopaminergic deficit in a rat model with a G51D α-synuclein mutation","10.3389/fnins.2023.1095761","Kunath","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","Frontiers in Neuroscience",2023,1,"0",1,1,0,"Data share",4,4,4,4,1,1,NA,"pdf/549.pdf"
548,"Quantitative proteomics identifies tumour matrisome signatures in patients with non-small cell lung cancer","10.3389/fonc.2023.1194515","Frame","IGC (Edinburgh Cancer Research)","Frontiers in Oncology",2023,1,"0",1,0,1,"ProteomeXchange",4,4,4,4,1,NA,1,"pdf/548.pdf"
553,"Reduction in Nuclear Size by DHRS7 in Prostate Cancer Cells and by Estradiol Propionate in DHRS7-Depleted Cells","10.3390/cells13010057","Schirmer","SBS (Institute of Cell Biology)","MDPI cells",2023,1,"0",0,1,0,NA,1,1,1,1,0,0,NA,"pdf/553.pdf"
447,"Human PSC-Derived Hepatocytes Express Low Levels of Viral Pathogen Recognition Receptors, but Are Capable of Mounting an Effective Innate Immune Response","10.3390/ijms21113831","Hay","CRM","International Journal of Molecular Sciences",2020,1,NA,NA,1,0,NA,1,1,1,1,0,1,0,"pdf/447.pdf"
129,"The Molecular Epidemiology and Transmission Dynamics of HIV Type 1 in a General Population Cohort in Uganda","10.3390/v12111283","Leigh-Brown","Edinburgh Infectious Diseases Organisation","Viruses (Multidisciplinary Digital Publishing Institute MDPI)",2020,1,NA,NA,0,0,"Genbank ",2,4,4,4,NA,1,0,"pdf/129.pdf"
149,"Phylogenetic Networks and Parameters Inferred from HIV Nucleotide Sequences of High-Risk and General Population Groups in Uganda: Implications for Epidemic Control","10.3390/v13060970","Leigh-Brown","Edinburgh Infectious Diseases Organisation","Viruses (Multidisciplinary Digital Publishing Institute MDPI)",2021,1,"0",0,1,0,"GenBank ",2,4,4,4,NA,1,0,"pdf/149.pdf"
178,"Detection of HIV-1 Transmission Clusters from Dried Blood Spots within a Universal Test-and-Treat Trial in East Africa","10.3390/v14081673","Leigh-Brown","Edinburgh Infectious Diseases Organisation","Viruses (Multidisciplinary Digital Publishing Institute MDPI)",2022,1,"1",1,1,0,"GenBank",4,4,4,4,NA,1,1,"pdf/178.pdf"
550,"High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan","10.3390/v15071407","Leigh-Brown","Edinburgh Infectious Diseases Organisation","MDPI Viruses",2023,1,"0",0,0,0,NA,1,1,1,1,NA,0,0,"pdf/550.pdf"
276,"Engineered Recombinant Single Chain Variable Fragment of Monoclonal Antibody Provides Protection to Chickens Infected with H9N2 Avian Influenza","10.3390/vaccines8010118","Digard","Roslin","Vaccines",2020,1,NA,NA,0,0,"SM",2,2,2,4,0,0,NA,"pdf/276.pdf"
37,"Plasmalogen enrichment in exosomes secreted by a nematode parasite versus those derived from its mouse host: implications for exosome stability and biology","10.3402/jev.v5.30741","Buck","Edinburgh Infectious Diseases Organisation","Journal of Extracellular Vesicles            (Taylor and Francis + NEJM)",2016,1,NA,1,1,0,"supp",2,2,3,4,NA,NA,NA,"pdf/37.pdf"
221,"IL-15 Promotes Polyfunctional NK Cell Responses to Influenza by Boosting IL-12 Production","10.4049/jimmunol.1701614","Riley","IIIR","Journal of Immunology",2018,1,"0",NA,3,0,"SM",2,2,2,4,0,NA,1,"pdf/221.pdf"
203,"Influenza Vaccination Primes Human Myeloid Cell Cytokine Secretion and NK Cell Function","10.4049/jimmunol.1801648","Mooney","IIIR","The Journal of Immunology",2019,1,NA,0,3,0,"SM, GEO",3,4,4,2,NA,1,NA,"pdf/203.pdf"
443,"Reducing Hepatocyte Injury and Necrosis in Response to Paracetamol Using Noncoding RNAs","10.5966/sctm.2015-0117","Hay","CRM","Stem Cells Translational Medicine",2016,0,NA,NA,1,0,"S",3,4,2,3,0,1,1,"pdf/443.pdf"
133,"An atypical DYRK kinase connects quorum-sensing with posttranscriptional gene regulation in Trypanosoma brucei","10.7554/eLife.51620","Matthews","Edinburgh Infectious Diseases Organisation","eLife",2020,1,NA,1,1,1,"supp",2,3,3,4,NA,NA,NA,"pdf/133.pdf"
266,"A helminth-derived suppressor of ST2 blocks allergic responses","10.7554/eLife.54017","Wear","IQB3","eLife",2020,1,NA,1,0,1,NA,2,2,2,4,0,0,0,"pdf/266.pdf"
493,"Nucleo-cytoplasmic shuttling of splicing factor SRSF1 is required for development and cilia function","10.7554/eLife.65104","Adams","HGU","eLife",2021,1,"1",1,1,1,"B",4,4,4,4,1,1,NA,"pdf/493.pdf"
15,"The Twin Arginine Translocation System Is Essential for Aerobic Growth and Full Virulence of Burkholderia thailandensis","10.1128/jb.01046-13","Moule","Edinburgh Infectious Diseases Organisation","Journal of Bacteriology                   (American Society for Microbiology)",2014,1,NA,NA,0,0,"supp",2,2,2,3,0,0,NA,"pdf/15.pdf"
82,"Transcriptomes of Trypanosoma brucei rhodesiense from sleeping sickness patients, rodents and culture: Effects of strain, growth conditions and RNA preparation methods","10.1371/journal.pntd.0006280","Matthews","Edinburgh Infectious Diseases Organisation","PLOS Neglected Tropical Diseases        (Public Library of Science PLOS)",2018,1,"1",1,0,0,"array express",4,3,4,4,NA,1,1,"pdf/82.pdf"
81,"A gene expression comparison of Trypanosoma brucei and Trypanosoma congolense in the bloodstream of the mammalian host reveals species-specific adaptations to density-dependent development","10.1371/journal.pntd.0006863","Matthews","Edinburgh Infectious Diseases Organisation","PLOS Neglected Tropical Diseases        (Public Library of Science PLOS)",2018,1,NA,1,0,0,"GEO",3,4,4,4,0,1,NA,"pdf/81.pdf"
151,"Basement membrane proteins as a substrate for efficient Trypanosoma brucei differentiation in vitro","10.1371/journal.pntd.0009284","Matthews","Edinburgh Infectious Diseases Organisation","PLOS Neglected Tropical Diseases      (Public Library of Science PLOS)",2021,1,NA,1,0,1,NA,1,1,1,1,0,NA,NA,"pdf/151.pdf"
85,"Mitochondrial DNA is critical for longevity and metabolism of transmission stage Trypanosoma brucei","10.1371/journal.ppat.1007195","Savill","Edinburgh Infectious Diseases Organisation","PLOS Pathogens                                     (Public Library of Science PLOS)",2018,1,NA,1,0,0,NA,1,1,1,1,0,NA,NA,"pdf/85.pdf"
112,"Plasticity and genetic variation in traits underpinning asexual replication of the rodent malaria parasite, Plasmodium chabaudi","10.1186/s12936-019-2857-0","Savill","Edinburgh Infectious Diseases Organisation","Malaria Journal                                         (BMC Springer Nature)",2019,1,NA,0,0,0,NA,1,1,1,1,NA,NA,NA,"pdf/112.pdf"
23,"Extracellular Onchocerca-derived small RNAs in host nodules and blood","10.1186/s13071-015-0656-1","Buck","Edinburgh Infectious Diseases Organisation","Parasites & Vectors                                   (BMC Springer Nature)",2015,1,NA,NA,1,0,"GEO",3,3,4,4,NA,1,1,"pdf/23.pdf"
65,"Polyelectrolyte Multilayer Nanocoating Dramatically Reduces Bacterial Adhesion to Polyester Fabric","10.1021/acsbiomaterials.7b00250","Moule","Edinburgh Infectious Diseases Organisation","ACS Biomaterials Science & Engineering (ACS Publications)",2017,1,NA,NA,0,0,"supp",2,2,4,4,0,NA,NA,"pdf/65.pdf"
177,"A large population sample of African HIV genomes from the 1980s reveals a reduction in subtype D over time associated with propensity for CXCR4 tropism","10.1186/s12977-022-00612-5","Leigh-Brown","Edinburgh Infectious Diseases Organisation","Retrovirology                                            (BMC Springer Nature)",2022,1,NA,1,0,0,"GenBank ",3,4,4,4,NA,1,0,"pdf/177.pdf"
186,"Organization of minicircle cassettes and guide RNA genes in Trypanosoma brucei","10.1261/rna.079022.121","Savill","Edinburgh Infectious Diseases Organisation","RNA",2022,1,NA,1,1,1,"figshare",3,4,4,4,NA,1,NA,"pdf/186.pdf"
116,"Nature and consequences of interactions between Salmonella enterica serovar Dublin and host cells in cattle","10.1186/s13567-019-0720-5","Vohra","Edinburgh Infectious Diseases Organisation","Veterinary Research                                 (BMC Springer Nature)",2019,1,NA,NA,1,0,NA,1,1,1,1,0,NA,NA,"pdf/116.pdf"
45,"Red blood cell complement receptor one level varies with Knops blood group, α+thalassaemia and age among Kenyan children","10.1038/gene.2016.2","Rowe","Edinburgh Infectious Diseases Organisation","Genes & Immunity                              (Nature)",2016,1,NA,NA,1,0,NA,1,1,1,1,0,NA,0,"pdf/45.pdf"
3,"Exosomes secreted by nematode parasites transfer small RNAs to mammalian cells and modulate innate immunity","10.1038/ncomms6488","Buck","Edinburgh Infectious Diseases Organisation","Nature Communications                   (Nature)",2014,1,"0",NA,1,0,"supp",2,4,4,4,NA,1,NA,"pdf/3.pdf"
104,"Inferring HIV-1 transmission networks and sources of epidemic spread in Africa with deep-sequence phylogenetic analysis","10.1038/s41467-019-09139-4","Leigh-Brown","Edinburgh Infectious Diseases Organisation","Nature Communications                   (Nature)",2019,1,"0",0,0,0,"Dryad ",3,3,4,4,NA,0,1,"pdf/104.pdf"
137,"A receptor for the complement regulator factor H increases transmission of trypanosomes to tsetse flies","10.1038/s41467-020-15125-y","Savill","Edinburgh Infectious Diseases Organisation","Nature Communications                   (Nature)",2020,1,"1",0,0,0,"Protein Data Bank ",2,4,4,4,0,NA,NA,"pdf/137.pdf"
153,"Red blood cell mannoses as phagocytic ligands mediating both sickle cell anaemia and malaria resistance","10.1038/s41467-021-21814-z","Rowe","Edinburgh Infectious Diseases Organisation","Nature Communications                   (Nature)",2021,1,NA,0,1,0,"OSF",2,4,4,4,0,NA,0,"pdf/153.pdf"
152,"Single-cell transcriptomic analysis of bloodstream Trypanosoma brucei reconstructs cell cycle progression and developmental quorum sensing","10.1038/s41467-021-25607-2","Matthews","Edinburgh Infectious Diseases Organisation","Nature Communications                   (Nature)",2021,1,"1",1,0,1,"Zenodo ,  European Nucleotide Archive",4,3,4,4,NA,1,NA,"pdf/152.pdf"
183,"Extracellular release of two peptidases dominates generation of the trypanosome quorum-sensing signal","10.1038/s41467-022-31057-1","Matthews","Edinburgh Infectious Diseases Organisation","Nature Communications                   (Nature)",2022,1,NA,0,1,1,"ProteomeXchange ",3,4,4,4,0,NA,NA,"pdf/183.pdf"
136,"Red blood cell tension protects against severe malaria in the Dantu blood group","10.1038/s41586-020-2726-6","Rowe","Edinburgh Infectious Diseases Organisation","Nature",2020,1,"1",1,0,1,NA,4,3,2,3,1,NA,1,"pdf/136.pdf"
66,"No Evidence that Knops Blood Group Polymorphisms Affect Complement Receptor 1 Clustering on Erythrocytes","10.1038/s41598-017-17664-9","Rowe","Edinburgh Infectious Diseases Organisation","Scientific Reports                                (Nature)",2017,1,NA,1,1,0,"supp",2,4,2,4,0,NA,0,"pdf/66.pdf"
84,"Children with cerebral malaria or severe malarial anaemia lack immunity to distinct variant surface antigen subsets","10.1038/s41598-018-24462-4","Rowe","Edinburgh Infectious Diseases Organisation","Scientific Reports                                (Nature)",2018,1,NA,1,0,0,"supp",3,3,2,4,0,NA,1,"pdf/84.pdf"
165,"Ecological niche adaptation of Salmonella Typhimurium U288 is associated with altered pathogenicity and reduced zoonotic potential","10.1038/s42003-021-02013-4","Vohra","Edinburgh Infectious Diseases Organisation","Communications Biology                  (Nature)",2021,1,NA,0,0,1,"supp, figshare ",3,4,4,4,NA,1,NA,"pdf/165.pdf"
41,"A Direct Comparison of Two Densely Sampled HIV Epidemics: The UK and Switzerland","10.1038/srep32251","Leigh-Brown","Edinburgh Infectious Diseases Organisation","Scientific Reports                                (Nature)",2016,1,"0",NA,0,0,"supp",2,2,2,4,NA,NA,0,"pdf/41.pdf"
251,"Inhibitors of Leishmania mexicana phosphoglycerate mutase identified by virtual screening and verified by inhibition studies.",NA,"Walkinshaw","IQB3","Journal Sains Malaysiana",2016,1,"0",NA,0,0,NA,1,1,1,1,0,NA,NA,"pdf/251.pdf"
