"ID","Title","DOI","ResGrp","Institution","Journal","Year","AnalysisPgrm","CodeArchived","DAS","CorresAuthor","Preprints","Repository","Complete","Reuse","Access","Licence","Image","Genomics","Human","filepath","txt_filepath","is_open_data","open_data_category","is_open_code","open_data_statements","open_code_statements","Method"
130,"Pervasive and non-random recombination in near full-length HIV genomes from Uganda 
Pervasive and non-random recombination in near full-length HIV genomes from Uganda 
Pervasive and non-random recombination in near full-length HIV genomes from Uganda","10.1093/ve/veaa004","Leigh-Brown","Edinburgh Infectious Diseases Organisation","Virus Evolution                                     (Oxford Academic)",2020,1,0,1,1,0,"GenBank ",2,4,4,4,NA,1,0,"pdf/130.pdf","txt/130.txt",TRUE,"field-specific repository",TRUE,"overall 91 per cent of these sequence data analysed in this work have been submitted to recombinants are unique as previously seen in pol sequences genbank under accession numbers mn788736: mn790202.","the (yebra et al. 2015) and parallels the general low frequency of whole-genome version of scueal is available on github transmission pairs in the ugandan general population (bbosa (https://github.com/veg/hyphy-analyses). et al.","oddpub"
131,"Targeting DNA Damage Response and Replication Stress in Pancreatic Cancer","10.1053/j.gastro.2020.09.043","Frame","IGC (Edinburgh Cancer Research)","Gastroenterology",2020,1,NA,NA,0,1,"supp",2,3,2,4,0,0,0,"pdf/131.pdf","txt/131.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
132,"MYC instructs and maintains pancreatic adenocarcinoma phenotype","10.1158/2159-8290.CD-19-0435","Arends","IGC (Edinburgh Cancer Research)","Cancer Discovery",2020,1,NA,NA,0,1," EMBL-EBI",2,4,4,4,0,1,NA,"pdf/132.pdf","txt/132.txt",TRUE,"field-specific repository",FALSE,"rna-seq data have primary antibodies were visualized using species-appropriate cross- been deposited in the arrayexpress database at embl-ebi (www.ebi. adsorbed secondary antibody alexa fluor 488 or 555 conjugates ac.uk/arrayexpress) under accession number e-mtab-8467.",NA,"oddpub"
133,"An atypical DYRK kinase connects quorum-sensing with posttranscriptional gene regulation in Trypanosoma brucei","10.7554/eLife.51620","Matthews","Edinburgh Infectious Diseases Organisation","eLife",2020,1,NA,1,1,1,"supp",2,3,3,4,NA,NA,NA,"pdf/133.pdf","txt/133.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
134,"Safety and delivery efficiency of a photodynamic treatment of the lungs using indocyanine green and extracorporeal near infrared illumination","10.1002/jbio.202000176","Moule","Edinburgh Infectious Diseases Organisation","Journal of Biophotonics                        (Wiley Online Library)",2020,1,NA,NA,0,0,NA,1,1,1,1,0,NA,NA,"pdf/134.pdf","txt/134.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
135,"Megadalton-sized dityrosine aggregates of α-synuclein retain high degrees of structural disorder and internal dynamics","10.1016/j.jmb.2020.10.023","Rappsilber","SBS (Institute of Cell Biology)","Journal of Molecular Biology",2020,1,1,NA,0,0,NA,1,1,1,1,0,NA,NA,"pdf/135.pdf","txt/135.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
136,"Red blood cell tension protects against severe malaria in the Dantu blood group","10.1038/s41586-020-2726-6","Rowe","Edinburgh Infectious Diseases Organisation","Nature",2020,1,1,1,0,1,NA,4,3,2,3,1,NA,1,"pdf/136.pdf","txt/136.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
137,"A receptor for the complement regulator factor H increases transmission of trypanosomes to tsetse flies","10.1038/s41467-020-15125-y","Savill","Edinburgh Infectious Diseases Organisation","Nature Communications                   (Nature)",2020,1,1,0,0,0,"Protein Data Bank ",2,4,4,4,0,NA,NA,"pdf/137.pdf","txt/137.txt",TRUE,"field-specific repository, supplement",TRUE,"the crystal structure has been deposited in the protein data bank (pdb id 6xz6) and all molecular arms race between african trypanosomes and humans.   the evidence here supports a model in supplementary data 1). which fhr contributes toward protection against complement but also acts in concert with tsetse ﬂy serpins.;     secreted antibodies were puriﬁed using protein a afﬁnity and detailed description of the model can be found in supplementary data 1. chromatography and labelled using an alexafluor 594 nhs ester labelling kit (thermofisher)69.;     structural basis for sialic acid-mediated self-recognition by in supplementary data 1. complement factor h.","nine puriﬁed anti-fhr scfv were selected which bound unique epitopes and converted into full-length human igg1 using standard code availability the code for the mathematical model in this work is deposited in github and the links techniques.","oddpub"
138,"Ecological divergence and hybridization of Neotropical Leishmania parasites","10.1073/pnas.1920136117","Savill","Edinburgh Infectious Diseases Organisation","Proceedings of the National Academy of Science (PNAS)",2020,1,1,1,0,1,"European Nucleotide Archive ",3,3,4,4,NA,1,NA,"pdf/138.pdf","txt/138.txt",TRUE,"field-specific repository",TRUE,"sequence chondria in trypanosomatids would be to restore grna redun- data are available at sequence read archive (sra) bioproject erp118170. dancy to compensate for the inevitable loss of minicircles during life cycle stages where not all mitochondrial genes are under mapping variant calling and assembly of the mitochondrial minicircle selective pressure.;     sequence data have been deposited in the european nu- the uncertainty in molecular clocks as estimated using various genetic datasets and biogeographic hypotheses (si appendix table s8). cleotide archive under accession number prjeb35158.","the program is biology mitochondrial minicircles while the mitochondrial maxicircle available at https://frebio.github.io/komics.","oddpub"
139,"Serovar-dependent differences in Hfq-regulated phenotypes in Actinobacillus pleuropneumoniae","10.1093/femspd/ftaa066","Vohra","Edinburgh Infectious Diseases Organisation","Pathogens and Disease                       (Oxford Academic)",2020,1,NA,NA,0,0,NA,1,1,1,1,NA,NA,NA,"pdf/139.pdf","txt/139.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
140,"Microbial Stimulation Reverses the Age-Related Decline in M Cells in Aged Mice","10.1016/j.isci.2020.101147","Vohra","Edinburgh Infectious Diseases Organisation","iScience                                                         (Cell Press)",2020,1,NA,1,0,1,"European Nucleotide Archive",2,3,4,4,0,1,NA,"pdf/140.pdf","txt/140.txt",TRUE,"field-specific repository, data availability statement",FALSE,"data and code availability the bacterial 16s rrna gene metabarcoding sequence files generated with the primers removed are pub- licly available through the european nucleotide archive (ena) under the project accession number prjeb36358 via the following url: https://www.ebi.ac.uk/ena/data/view/prjeb36358.;     the sequence files generated with the primers removed are publicly available through the european nucleotide archive (ena) under the project accession number prjeb36358.;     typhimurium invivogen cat #tlrl-epstfla fluoresbrite yellow green labelled 200 nm microbeads polysciences cat #17151-10 horse spleen ferritin sigma cat #f4503 bd cytofix/cytoperm fixation and permeabilization bd biosciences cat #554722 solution dapi (4′6-diamidine-2′-phenylindole) thermo fisher cat #d1306 scientific alexa fluor 647-conjugated phalloidin thermo fisher cat #a22287 scientific fluorescent mounting medium dako cat #s302380-2 bd tmb substrate reagent set bd biosciences cat #13459936 gentle cell dissociation reagent stemcell technologies cat #07174 intesticult™ organoid growth medium (mouse) stemcell technologies cat #06005 matrigel matrix growth factor reduced (gfr) phenol corning cat #356231 red-free rankl biolegend cat #577102 cell recovery solution corning cat #354253 critical commercial assays dneasy powersoil kit qiagen cat #12888-100 qubit dsdna hs assay kit thermo fisher cat #q32854 scientific quant-it picogreen double-stranded dna assay kit thermo fisher cat #p11496 scientific rneasy mini kit qiagen cat #74104 superscript iv vilo master mix with ezdnase enzyme thermo fisher cat #11766050 scientific platinum-sybr green qpcr supermix-udg kit thermo fisher cat #11733038 scientific deposited data bacterial 16s rrna gene sequencing this paper ena: prjeb36358 experimental models: organisms/strains c57bl/6j charles river strain #027 b6.      deposited data bacterial 16s rrna gene sequencing this paper ena: prjeb36358",NA,"oddpub"
141,"cGAS-mediated induction of type I interferon due to inborn errors of histone pre-mRNA processing","10.1038/s41588-020-00737-3","Crow","IGC (Centre for Genomic and Experimental Medicine)","Nature Genetics",2020,1,0,0,1,0,"Gene Expression Omnibus",2,4,4,4,0,0,0,"pdf/141.pdf","txt/141.txt",TRUE,"field-specific repository, data availability statement",FALSE,"this statement should provide the following information where applicable: - accession codes unique identifiers or web links for publicly available datasets - a list of figures that have associated raw data - a description of any restrictions on data availability rna-seq data have been deposited at ncbi geo (accession number gse153079).      data availability rna-seq data have been deposited at ncbi geo (accession number gse153079",NA,"oddpub"
142,"Identification and functional modelling of plausibly causative cis-regulatory variants in a highly-selected cohort with X-linked intellectual disability","10.1371/journal.pone.0256181","Abbott","IGC (Centre for Genomic and Experimental Medicine)","PLoS ONE",2021,1,1,1,0,1,"Gene Expression Omnibus",2,4,4,4,0,0,0,"pdf/142.pdf","txt/142.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
143,"Loss of SORCS2 is Associated with Neuronal DNA Double-Strand Breaks","10.1007/s10571-021-01163-7","Abbott","IGC (Centre for Genomic and Experimental Medicine)","Cellular and Molecular Neurobiology",2021,1,NA,0,0,1,"supp",2,3,2,4,0,NA,NA,"pdf/143.pdf","txt/143.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
144,"Expression of the cancer-associated DNA polymerase ε P286R in fission yeast leads to translesion synthesis polymerase dependent hypermutation and defective DNA replication","10.1371/journal.pgen.1009526","Tomlinson","IGC (Edinburgh Cancer Research)","PLoS Genetics",2021,1,0,1,0,1,"Gene Expression Omnibus",3,4,4,4,0,1,NA,"pdf/144.pdf","txt/144.txt",TRUE,"field-specific repository, supplement, data availability statement",TRUE,"data availability statement: sequencing data from this study have been deposited in the gene plos genetics | https://doi.org/10.1371/journal.pgen.1009526 july 6 2021 1 / 27 plos genetics analysis of pol ε p286r hypermutation in fission yeast expression omnibus (geo) database under the accession number gse169231 (https://www.ncbi. nlm.nih.gov/geo/query/acc.cgi?;     sequencing data from this study have been deposited in the gene expression omnibus (geo) database under the accession number gse169231 (https://www.ncbi.nlm.nih.gov/geo/ query/acc.cgi?     s9 table. rad11(rpa)-gfp foci numerical data. (xlsx data availability statement: sequencing data from this study have been deposited in the gene plos genetics | https://doi","all secondary analyses were made with custom python scripts available under request.","oddpub"
145,"Increased somatic mutation burdens in normal human cells due to defective DNA polymerases","10.1038/s41588-021-00930-y","Tomlinson","IGC (Edinburgh Cancer Research)","Nature Genetics",2021,1,1,1,1,1," European Genome-Phenome Archive (EGA)",3,4,3,4,NA,1,0,"pdf/145.pdf","txt/145.txt",FALSE,NA,TRUE,NA,"this work was supported by a cancer research uk cohort are available online (https://github.com/timcoorens/polymerase).;     mutation-calling algorithms are available through github (https://github.com/ cancerit).;     all custom code used in this study is available online (https://github. com/timcoorens/polymerase).","oddpub"
146,"RNA pull-down-Confocal Nanoscanning (RP-CONA) detects quercetin as pri-miR-7/HuR interaction inhibitor that decreases α-Synuclein levels","10.1093/nar/gkab484","Rappsilber","SBS (Institute of Cell Biology)","Nucleic Acids Research",2021,1,1,1,0,1,"ProteomeXchange Consortium",2,4,4,4,0,NA,NA,"pdf/146.pdf","txt/146.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
147,"Defining the fetal origin of MLL-AF4 infant leukemia highlights specific fatty acid requirements","10.1016/j.celrep.2021.109900","Ottersbach","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","Cell Reports",2021,1,NA,0,1,0,"Paper",2,4,4,4,NA,1,NA,"pdf/147.pdf","txt/147.txt",TRUE,"field-specific repository, data availability statement",FALSE,"12 cell reports 37 109900 october 26 2021 ll report open access star+methods key resources table reagent or resource source identifier antibodies human cd34-fitc (clone 581) biolegend cat#343503 human cd38-pe (clone hit2) biolegend cat#980302 human cd45ra-apc (clone hi100) biolegend cat#304107 mouse sca1-pb (clone e13-161.7) biolegend cat#122519 mouse ckit- apcef780 (clone 2b8) ebioscience/thermofisher scientific cat#47-1171-80 mouse cd45-af700 (clone 30-f11) ebioscience/ thermofisher scientific cat#56-0451-82 mouse flt3-biotin (clone a2f10) ebioscience/ thermofisher scientific cat#13-1351-81 mouse b220-pecy7 (clone ra3-6b2) biolegend cat#103221 mouse cd19-pecy7 (clone 6d5) biolegend cat#115520 mouse cd3e-apc (clone i45-2c11) biolegend cat#100312 mouse ter119-apc (clone ter119) biolegend cat#116212 mouse f4/80-apc (clone 2bm8) biolegend cat#123116 mouse nk1.1-apc (clone pk136) biolegend cat#108709 mouse gr1-apc (clone rb6-8c5) biolegend cat#108412 biological samples human cd34+ cord blood cells scottish cord bank glasgow n/a human cd34+ cord blood cells cambridge stem cell biobank n/a human cd34+ cord blood cells stem cell technologies cat#70008.3 human fetal livers royal infirmary of edinburgh n/a subcloning efficiency competent cells – dh5a life sciences cat#18265017 chemicals peptides and recombinant proteins stav-qd655 thermofisher scientific cat#q10123mp sytoxgreen thermofisher scientific cat#s7020 volasertib-bi6727 cambridge bioscience cat#b3300 bezafibrate sigma-aldrich cat#72516 pe-annexin v biolegend cat#640908 critical commercial assays iscript advanced cdna synthesis kit biorad cat#1725038 primescript 1st strand cdna synthesis kit takara cat#6110a dneasy blood & tissue kit qiagen cat# 69506 nucleospin rna kit macherey-nagel cat# 740955 smarter stranded total rna-seq kit v1 takara cat# 634411 smarter stranded total rna-seq kit - pico input mammalian takara cat#635005 plk1 taqman assay life technologies hs00983227_m1 elovl1 taqman assay life technologies hs00967955_g1 bact taqman assay life technologies hs01060665_g1 deposited data raw and normalized rna-seq data this paper geo: gse167234 experimental models: cell lines sem (human pediatric mll-af4+ b-all) prof.;     the accession number is listed in the key resources table. d this paper does not report original code. d any additional information required to reanalyze the data reported in this paper is available from the lead contact upon request. e2 cell reports 37 109900 october 26 2021 ll report open access experimental model and subject details human sample preparation anonymized fetal tissue was obtained from morphologically normal 13-19 week fetuses following elective medical termination of pregnancy at the royal infirmary of edinburgh after informed written consent (approved by the lothian research ethics committee reference: 08/s1101/1).      deposited data raw and normalized rna-seq data this paper geo: gse167234",NA,"oddpub"
